STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN,TOBS
USW00094789,40.63915,-73.76401,3.4,3/4/2009,1.1,-8.3,
USW00094789,40.63915,-73.76401,3.4,3/5/2009,3.3,-7.2,
USW00094789,40.63915,-73.76401,3.4,3/6/2009,7.2,2.2,
USW00094789,40.63915,-73.76401,3.4,3/7/2009,20,3.9,
USW00094789,40.63915,-73.76401,3.4,3/8/2009,18.9,4.4,
USW00094789,40.63915,-73.76401,3.4,3/9/2009,10.6,3.9,
USW00094789,40.63915,-73.76401,3.4,3/10/2009,6.7,1.7,
USW00094789,40.63915,-73.76401,3.4,3/11/2009,13.3,5,
USW00094789,40.63915,-73.76401,3.4,3/12/2009,7.2,0.6,
USW00094789,40.63915,-73.76401,3.4,3/13/2009,2.8,-2.8,
USW00094789,40.63915,-73.76401,3.4,3/14/2009,8.3,-0.6,
USW00094789,40.63915,-73.76401,3.4,3/15/2009,8.9,4.4,
USW00094789,40.63915,-73.76401,3.4,3/16/2009,10.6,1.1,
USW00094789,40.63915,-73.76401,3.4,3/17/2009,9.4,1.7,
USW00094789,40.63915,-73.76401,3.4,3/18/2009,12.2,1.1,
USW00094789,40.63915,-73.76401,3.4,3/19/2009,10.6,3.9,
USW00094789,40.63915,-73.76401,3.4,3/20/2009,7.8,1.1,
USW00094789,40.63915,-73.76401,3.4,3/21/2009,6.7,-1.7,
USW00094789,40.63915,-73.76401,3.4,3/22/2009,14.4,0,
USW00094789,40.63915,-73.76401,3.4,3/23/2009,7.2,-2.2,
USW00094789,40.63915,-73.76401,3.4,3/24/2009,9.4,-2.2,
USW00094789,40.63915,-73.76401,3.4,3/25/2009,8.9,-0.6,
USW00094789,40.63915,-73.76401,3.4,3/26/2009,8.3,2.2,
USW00094789,40.63915,-73.76401,3.4,3/27/2009,16.1,5.6,
USW00094789,40.63915,-73.76401,3.4,3/28/2009,15,7.2,
USW00094789,40.63915,-73.76401,3.4,3/29/2009,12.2,8.3,
USW00094789,40.63915,-73.76401,3.4,3/30/2009,13.3,5.6,
USW00094789,40.63915,-73.76401,3.4,3/31/2009,14.4,3.9,
USW00094789,40.63915,-73.76401,3.4,4/1/2009,9.4,5.6,
USW00094789,40.63915,-73.76401,3.4,4/2/2009,17.8,7.8,
USW00094789,40.63915,-73.76401,3.4,4/3/2009,15.6,8.9,
USW00094789,40.63915,-73.76401,3.4,4/4/2009,12.8,9.4,
USW00094789,40.63915,-73.76401,3.4,4/5/2009,18.9,7.8,
USW00094789,40.63915,-73.76401,3.4,4/6/2009,11.7,6.7,
USW00094789,40.63915,-73.76401,3.4,4/7/2009,9.4,4.4,
USW00094789,40.63915,-73.76401,3.4,4/8/2009,10,2.2,
USW00094789,40.63915,-73.76401,3.4,4/9/2009,15,2.8,
USW00094789,40.63915,-73.76401,3.4,4/10/2009,13.3,5,
USW00094789,40.63915,-73.76401,3.4,4/11/2009,10,5.6,
USW00094789,40.63915,-73.76401,3.4,4/12/2009,10,2.8,
USW00094789,40.63915,-73.76401,3.4,4/13/2009,14.4,1.7,
USW00094789,40.63915,-73.76401,3.4,4/14/2009,10,7.2,
USW00094789,40.63915,-73.76401,3.4,4/15/2009,13.3,5,
USW00094789,40.63915,-73.76401,3.4,4/16/2009,16.7,3.3,
USW00094789,40.63915,-73.76401,3.4,4/17/2009,17.8,3.9,
USW00094789,40.63915,-73.76401,3.4,4/18/2009,25.6,10,
USW00094789,40.63915,-73.76401,3.4,4/19/2009,16.1,7.8,
USW00094789,40.63915,-73.76401,3.4,4/20/2009,12.2,7.2,
USW00094789,40.63915,-73.76401,3.4,4/21/2009,12.8,8.3,
USW00094789,40.63915,-73.76401,3.4,4/22/2009,12.8,8.3,
USW00094789,40.63915,-73.76401,3.4,4/23/2009,15,6.7,
USW00094789,40.63915,-73.76401,3.4,4/24/2009,17.8,5,
USW00094789,40.63915,-73.76401,3.4,4/25/2009,20.6,9.4,
USW00094789,40.63915,-73.76401,3.4,4/26/2009,30,15,
USW00094789,40.63915,-73.76401,3.4,4/27/2009,23.9,13.9,
USW00094789,40.63915,-73.76401,3.4,4/28/2009,29.4,15,
USW00094789,40.63915,-73.76401,3.4,4/29/2009,21.1,7.8,
USW00094789,40.63915,-73.76401,3.4,4/30/2009,14.4,8.3,
USW00094789,40.63915,-73.76401,3.4,5/1/2009,19.4,11.1,
USW00094789,40.63915,-73.76401,3.4,5/2/2009,17.2,11.1,
USW00094789,40.63915,-73.76401,3.4,5/3/2009,13.9,11.1,
USW00094789,40.63915,-73.76401,3.4,5/4/2009,13.3,11.1,
USW00094789,40.63915,-73.76401,3.4,5/5/2009,12.8,10,
USW00094789,40.63915,-73.76401,3.4,5/6/2009,16.1,10,
USW00094789,40.63915,-73.76401,3.4,5/7/2009,19.4,11.1,
USW00094789,40.63915,-73.76401,3.4,5/8/2009,20.6,12.8,
USW00094789,40.63915,-73.76401,3.4,5/9/2009,23.9,13.9,
USW00094789,40.63915,-73.76401,3.4,5/10/2009,22.2,12.8,
USW00094789,40.63915,-73.76401,3.4,5/11/2009,16.7,10.6,
USW00094789,40.63915,-73.76401,3.4,5/12/2009,21.1,9.4,
USW00094789,40.63915,-73.76401,3.4,5/13/2009,17.2,8.3,
USW00094789,40.63915,-73.76401,3.4,5/14/2009,17.8,12.8,
USW00094789,40.63915,-73.76401,3.4,5/15/2009,21.7,13.3,
USW00094789,40.63915,-73.76401,3.4,5/16/2009,18.3,13.3,
USW00094789,40.63915,-73.76401,3.4,5/17/2009,17.2,11.7,
USW00094789,40.63915,-73.76401,3.4,5/18/2009,15.6,10,
USW00094789,40.63915,-73.76401,3.4,5/19/2009,18.3,6.7,
USW00094789,40.63915,-73.76401,3.4,5/20/2009,22.8,10,
USW00094789,40.63915,-73.76401,3.4,5/21/2009,22.2,11.7,
USW00094789,40.63915,-73.76401,3.4,5/22/2009,25,13.9,
USW00094789,40.63915,-73.76401,3.4,5/23/2009,22.8,13.9,
USW00094789,40.63915,-73.76401,3.4,5/24/2009,24.4,14.4,
USW00094789,40.63915,-73.76401,3.4,5/25/2009,26.7,16.7,
USW00094789,40.63915,-73.76401,3.4,5/26/2009,18.9,11.1,
USW00094789,40.63915,-73.76401,3.4,5/27/2009,20,11.7,
USW00094789,40.63915,-73.76401,3.4,5/28/2009,16.1,12.8,
USW00094789,40.63915,-73.76401,3.4,5/29/2009,20.6,12.2,
USW00094789,40.63915,-73.76401,3.4,5/30/2009,25,16.1,
USW00094789,40.63915,-73.76401,3.4,5/31/2009,26.7,13.3,
USW00094789,40.63915,-73.76401,3.4,6/1/2009,18.3,10,
USW00094789,40.63915,-73.76401,3.4,6/2/2009,27.2,15.6,
USW00094789,40.63915,-73.76401,3.4,6/3/2009,22.8,13.3,
USW00094789,40.63915,-73.76401,3.4,6/4/2009,18.3,12.8,
USW00094789,40.63915,-73.76401,3.4,6/5/2009,15.6,13.9,
USW00094789,40.63915,-73.76401,3.4,6/6/2009,22.8,14.4,
USW00094789,40.63915,-73.76401,3.4,6/7/2009,25.6,16.7,
USW00094789,40.63915,-73.76401,3.4,6/8/2009,24.4,15.6,
USW00094789,40.63915,-73.76401,3.4,6/9/2009,21.1,16.1,
USW00094789,40.63915,-73.76401,3.4,6/10/2009,21.1,16.1,
USW00094789,40.63915,-73.76401,3.4,6/11/2009,18.3,16.1,
USW00094789,40.63915,-73.76401,3.4,6/12/2009,26.1,17.2,
USW00094789,40.63915,-73.76401,3.4,6/13/2009,24.4,16.7,
USW00094789,40.63915,-73.76401,3.4,6/14/2009,21.7,13.9,
USW00094789,40.63915,-73.76401,3.4,6/15/2009,20,13.9,
USW00094789,40.63915,-73.76401,3.4,6/16/2009,18.9,13.3,
USW00094789,40.63915,-73.76401,3.4,6/17/2009,18.9,11.7,
USW00094789,40.63915,-73.76401,3.4,6/18/2009,18.3,16.7,
USW00094789,40.63915,-73.76401,3.4,6/19/2009,26.1,17.8,
USW00094789,40.63915,-73.76401,3.4,6/20/2009,22.2,18.3,
USW00094789,40.63915,-73.76401,3.4,6/21/2009,26.7,17.2,
USW00094789,40.63915,-73.76401,3.4,6/22/2009,24.4,18.9,
USW00094789,40.63915,-73.76401,3.4,6/23/2009,26.7,18.3,
USW00094789,40.63915,-73.76401,3.4,6/24/2009,25.6,17.8,
USW00094789,40.63915,-73.76401,3.4,6/25/2009,24.4,17.8,
USW00094789,40.63915,-73.76401,3.4,6/26/2009,27.2,18.3,
USW00094789,40.63915,-73.76401,3.4,6/27/2009,28.3,17.8,
USW00094789,40.63915,-73.76401,3.4,6/28/2009,26.7,18.9,
USW00094789,40.63915,-73.76401,3.4,6/29/2009,28.3,19.4,
USW00094789,40.63915,-73.76401,3.4,6/30/2009,26.7,18.9,
USW00094789,40.63915,-73.76401,3.4,7/1/2009,27.2,20,
USW00094789,40.63915,-73.76401,3.4,7/2/2009,26.1,20,
USW00094789,40.63915,-73.76401,3.4,7/3/2009,27.2,20,
USW00094789,40.63915,-73.76401,3.4,7/4/2009,28.3,20,
USW00094789,40.63915,-73.76401,3.4,7/5/2009,26.7,17.8,
USW00094789,40.63915,-73.76401,3.4,7/6/2009,28.9,17.8,
USW00094789,40.63915,-73.76401,3.4,7/7/2009,26.7,17.8,
USW00094789,40.63915,-73.76401,3.4,7/8/2009,27.2,15,
USW00094789,40.63915,-73.76401,3.4,7/9/2009,22.8,16.7,
USW00094789,40.63915,-73.76401,3.4,7/10/2009,24.4,14.4,
USW00094789,40.63915,-73.76401,3.4,7/11/2009,24.4,16.7,
USW00094789,40.63915,-73.76401,3.4,7/12/2009,28.9,18.3,
USW00094789,40.63915,-73.76401,3.4,7/13/2009,25,15.6,
USW00094789,40.63915,-73.76401,3.4,7/14/2009,28.3,17.8,
USW00094789,40.63915,-73.76401,3.4,7/15/2009,26.7,16.7,
USW00094789,40.63915,-73.76401,3.4,7/16/2009,27.8,21.1,
USW00094789,40.63915,-73.76401,3.4,7/17/2009,28.9,20,
USW00094789,40.63915,-73.76401,3.4,7/18/2009,29.4,22.2,
USW00094789,40.63915,-73.76401,3.4,7/19/2009,27.2,19.4,
USW00094789,40.63915,-73.76401,3.4,7/20/2009,27.8,18.3,
USW00094789,40.63915,-73.76401,3.4,7/21/2009,22.2,18.9,
USW00094789,40.63915,-73.76401,3.4,7/22/2009,26.7,18.9,
USW00094789,40.63915,-73.76401,3.4,7/23/2009,24.4,18.3,
USW00094789,40.63915,-73.76401,3.4,7/24/2009,26.7,18.3,
USW00094789,40.63915,-73.76401,3.4,7/25/2009,27.8,18.9,
USW00094789,40.63915,-73.76401,3.4,7/26/2009,28.9,22.2,
USW00094789,40.63915,-73.76401,3.4,7/27/2009,28.3,21.7,
USW00094789,40.63915,-73.76401,3.4,7/28/2009,29.4,21.7,
USW00094789,40.63915,-73.76401,3.4,7/29/2009,27.8,21.7,
USW00094789,40.63915,-73.76401,3.4,7/30/2009,32.2,22.8,
USW00094789,40.63915,-73.76401,3.4,7/31/2009,31.1,21.1,
USW00094789,40.63915,-73.76401,3.4,8/1/2009,27.2,20,
USW00094789,40.63915,-73.76401,3.4,8/2/2009,25.6,21.7,
USW00094789,40.63915,-73.76401,3.4,8/3/2009,28.3,20.6,
USW00094789,40.63915,-73.76401,3.4,8/4/2009,28.9,21.1,
USW00094789,40.63915,-73.76401,3.4,8/5/2009,30,23.3,
USW00094789,40.63915,-73.76401,3.4,8/6/2009,24.4,19.4,
USW00094789,40.63915,-73.76401,3.4,8/7/2009,28.3,18.9,
USW00094789,40.63915,-73.76401,3.4,8/8/2009,25.6,17.2,
USW00094789,40.63915,-73.76401,3.4,8/9/2009,26.7,21.7,
USW00094789,40.63915,-73.76401,3.4,8/10/2009,33.3,22.2,
USW00094789,40.63915,-73.76401,3.4,8/11/2009,32.2,24.4,
USW00094789,40.63915,-73.76401,3.4,8/12/2009,28.3,21.7,
USW00094789,40.63915,-73.76401,3.4,8/13/2009,24.4,20.6,
USW00094789,40.63915,-73.76401,3.4,8/14/2009,27.8,18.9,
USW00094789,40.63915,-73.76401,3.4,8/15/2009,30,20.6,
USW00094789,40.63915,-73.76401,3.4,8/16/2009,32.2,21.7,
USW00094789,40.63915,-73.76401,3.4,8/17/2009,32.8,22.8,
USW00094789,40.63915,-73.76401,3.4,8/18/2009,31.7,21.7,
USW00094789,40.63915,-73.76401,3.4,8/19/2009,32.2,22.8,
USW00094789,40.63915,-73.76401,3.4,8/20/2009,30.6,23.9,
USW00094789,40.63915,-73.76401,3.4,8/21/2009,31.1,22.8,
USW00094789,40.63915,-73.76401,3.4,8/22/2009,29.4,22.2,
USW00094789,40.63915,-73.76401,3.4,8/23/2009,28.9,23.3,
USW00094789,40.63915,-73.76401,3.4,8/24/2009,29.4,21.7,
USW00094789,40.63915,-73.76401,3.4,8/25/2009,28.9,21.1,
USW00094789,40.63915,-73.76401,3.4,8/26/2009,31.7,22.8,
USW00094789,40.63915,-73.76401,3.4,8/27/2009,25,20,
USW00094789,40.63915,-73.76401,3.4,8/28/2009,22.8,17.2,
USW00094789,40.63915,-73.76401,3.4,8/29/2009,23.3,19.4,
USW00094789,40.63915,-73.76401,3.4,8/30/2009,27.2,19.4,
USW00094789,40.63915,-73.76401,3.4,8/31/2009,23.9,15.6,
USW00094789,40.63915,-73.76401,3.4,9/1/2009,23.9,13.9,
USW00094789,40.63915,-73.76401,3.4,9/2/2009,23.9,13.9,
USW00094789,40.63915,-73.76401,3.4,9/3/2009,26.1,14.4,
USW00094789,40.63915,-73.76401,3.4,9/4/2009,29.4,15.6,
USW00094789,40.63915,-73.76401,3.4,9/5/2009,30,20.6,
USW00094789,40.63915,-73.76401,3.4,9/6/2009,24.4,17.8,
USW00094789,40.63915,-73.76401,3.4,9/7/2009,23.3,15,
USW00094789,40.63915,-73.76401,3.4,9/8/2009,23.9,16.7,
USW00094789,40.63915,-73.76401,3.4,9/9/2009,25.6,17.2,
USW00094789,40.63915,-73.76401,3.4,9/10/2009,22.2,16.1,
USW00094789,40.63915,-73.76401,3.4,9/11/2009,19.4,15,
USW00094789,40.63915,-73.76401,3.4,9/12/2009,20.6,17.8,
USW00094789,40.63915,-73.76401,3.4,9/13/2009,27.8,18.3,
USW00094789,40.63915,-73.76401,3.4,9/14/2009,26.1,16.7,
USW00094789,40.63915,-73.76401,3.4,9/15/2009,27.8,17.8,
USW00094789,40.63915,-73.76401,3.4,9/16/2009,20.6,16.7,
USW00094789,40.63915,-73.76401,3.4,9/17/2009,19.4,12.2,
USW00094789,40.63915,-73.76401,3.4,9/18/2009,24.4,12.2,
USW00094789,40.63915,-73.76401,3.4,9/19/2009,21.7,12.2,
USW00094789,40.63915,-73.76401,3.4,9/20/2009,22.2,10,
USW00094789,40.63915,-73.76401,3.4,9/21/2009,22.2,12.8,
USW00094789,40.63915,-73.76401,3.4,9/22/2009,22.8,17.2,
USW00094789,40.63915,-73.76401,3.4,9/23/2009,25.6,19.4,
USW00094789,40.63915,-73.76401,3.4,9/24/2009,29.4,18.3,
USW00094789,40.63915,-73.76401,3.4,9/25/2009,21.7,13.3,
USW00094789,40.63915,-73.76401,3.4,9/26/2009,17.8,12.2,
USW00094789,40.63915,-73.76401,3.4,9/27/2009,20.6,16.1,
USW00094789,40.63915,-73.76401,3.4,9/28/2009,22.2,15.6,
USW00094789,40.63915,-73.76401,3.4,9/29/2009,21.1,13.9,
USW00094789,40.63915,-73.76401,3.4,9/30/2009,16.7,10,
USW00094789,40.63915,-73.76401,3.4,10/1/2009,15,9.4,
USW00094789,40.63915,-73.76401,3.4,10/2/2009,18.9,6.1,
USW00094789,40.63915,-73.76401,3.4,10/3/2009,20.6,16.7,
USW00094789,40.63915,-73.76401,3.4,10/4/2009,22.2,14.4,
USW00094789,40.63915,-73.76401,3.4,10/5/2009,20,12.2,
USW00094789,40.63915,-73.76401,3.4,10/6/2009,19.4,10.6,
USW00094789,40.63915,-73.76401,3.4,10/7/2009,22.8,14.4,
USW00094789,40.63915,-73.76401,3.4,10/8/2009,19.4,12.2,
USW00094789,40.63915,-73.76401,3.4,10/9/2009,22.2,14.4,
USW00094789,40.63915,-73.76401,3.4,10/10/2009,20.6,10.6,
USW00094789,40.63915,-73.76401,3.4,10/11/2009,18.3,7.2,
USW00094789,40.63915,-73.76401,3.4,10/12/2009,11.7,6.1,
USW00094789,40.63915,-73.76401,3.4,10/13/2009,18.9,7.8,
USW00094789,40.63915,-73.76401,3.4,10/14/2009,12.2,5,
USW00094789,40.63915,-73.76401,3.4,10/15/2009,9.4,6.1,
USW00094789,40.63915,-73.76401,3.4,10/16/2009,8.3,4.4,
USW00094789,40.63915,-73.76401,3.4,10/17/2009,11.7,7.2,
USW00094789,40.63915,-73.76401,3.4,10/18/2009,9.4,5,
USW00094789,40.63915,-73.76401,3.4,10/19/2009,14.4,3.9,
USW00094789,40.63915,-73.76401,3.4,10/20/2009,18.9,6.1,
USW00094789,40.63915,-73.76401,3.4,10/21/2009,20,8.9,
USW00094789,40.63915,-73.76401,3.4,10/22/2009,21.7,10.6,
USW00094789,40.63915,-73.76401,3.4,10/23/2009,15.6,11.1,
USW00094789,40.63915,-73.76401,3.4,10/24/2009,18.9,13.3,
USW00094789,40.63915,-73.76401,3.4,10/25/2009,17.8,10.6,
USW00094789,40.63915,-73.76401,3.4,10/26/2009,15.6,7.2,
USW00094789,40.63915,-73.76401,3.4,10/27/2009,13.9,7.2,
USW00094789,40.63915,-73.76401,3.4,10/28/2009,15,10.6,
USW00094789,40.63915,-73.76401,3.4,10/29/2009,15,9.4,
USW00094789,40.63915,-73.76401,3.4,10/30/2009,15,8.3,
USW00094789,40.63915,-73.76401,3.4,10/31/2009,21.1,14.4,
USW00094789,40.63915,-73.76401,3.4,11/1/2009,15,9.4,
USW00094789,40.63915,-73.76401,3.4,11/2/2009,13.9,7.2,
USW00094789,40.63915,-73.76401,3.4,11/3/2009,16.7,5.6,
USW00094789,40.63915,-73.76401,3.4,11/4/2009,11.1,5,
USW00094789,40.63915,-73.76401,3.4,11/5/2009,11.7,6.1,
USW00094789,40.63915,-73.76401,3.4,11/6/2009,10.6,3.3,
USW00094789,40.63915,-73.76401,3.4,11/7/2009,11.1,0.6,
USW00094789,40.63915,-73.76401,3.4,11/8/2009,18.3,7.2,
USW00094789,40.63915,-73.76401,3.4,11/9/2009,17.8,5.6,
USW00094789,40.63915,-73.76401,3.4,11/10/2009,18.9,10,
USW00094789,40.63915,-73.76401,3.4,11/11/2009,13.9,9.4,
USW00094789,40.63915,-73.76401,3.4,11/12/2009,10.6,7.8,
USW00094789,40.63915,-73.76401,3.4,11/13/2009,12.2,8.9,
USW00094789,40.63915,-73.76401,3.4,11/14/2009,16.7,11.7,
USW00094789,40.63915,-73.76401,3.4,11/15/2009,19.4,11.1,
USW00094789,40.63915,-73.76401,3.4,11/16/2009,15.6,9.4,
USW00094789,40.63915,-73.76401,3.4,11/17/2009,13.3,5.6,
USW00094789,40.63915,-73.76401,3.4,11/18/2009,13.3,4.4,
USW00094789,40.63915,-73.76401,3.4,11/19/2009,16.1,7.2,
USW00094789,40.63915,-73.76401,3.4,11/20/2009,16.1,9.4,
USW00094789,40.63915,-73.76401,3.4,11/21/2009,14.4,6.7,
USW00094789,40.63915,-73.76401,3.4,11/22/2009,13.3,6.7,
USW00094789,40.63915,-73.76401,3.4,11/23/2009,11.1,6.7,
USW00094789,40.63915,-73.76401,3.4,11/24/2009,14.4,8.9,
USW00094789,40.63915,-73.76401,3.4,11/25/2009,10.6,9.4,
USW00094789,40.63915,-73.76401,3.4,11/26/2009,15,10,
USW00094789,40.63915,-73.76401,3.4,11/27/2009,11.1,6.7,
USW00094789,40.63915,-73.76401,3.4,11/28/2009,11.7,6.1,
USW00094789,40.63915,-73.76401,3.4,11/29/2009,12.8,3.9,
USW00094789,40.63915,-73.76401,3.4,11/30/2009,12.8,5,
USW00094789,40.63915,-73.76401,3.4,12/1/2009,8.9,2.2,
USW00094789,40.63915,-73.76401,3.4,12/2/2009,13.9,1.7,
USW00094789,40.63915,-73.76401,3.4,12/3/2009,18.9,10,
USW00094789,40.63915,-73.76401,3.4,12/4/2009,11.7,6.7,
USW00094789,40.63915,-73.76401,3.4,12/5/2009,8.3,1.1,
USW00094789,40.63915,-73.76401,3.4,12/6/2009,4.4,0.6,
USW00094789,40.63915,-73.76401,3.4,12/7/2009,5,-0.6,
USW00094789,40.63915,-73.76401,3.4,12/8/2009,7.8,1.7,
USW00094789,40.63915,-73.76401,3.4,12/9/2009,13.9,2.2,
USW00094789,40.63915,-73.76401,3.4,12/10/2009,8.9,-2.2,
USW00094789,40.63915,-73.76401,3.4,12/11/2009,-0.6,-5,
USW00094789,40.63915,-73.76401,3.4,12/12/2009,3.3,-2.8,
USW00094789,40.63915,-73.76401,3.4,12/13/2009,11.1,-1.7,
USW00094789,40.63915,-73.76401,3.4,12/14/2009,8.3,3.9,
USW00094789,40.63915,-73.76401,3.4,12/15/2009,11.7,5.6,
USW00094789,40.63915,-73.76401,3.4,12/16/2009,6.1,-2.2,
USW00094789,40.63915,-73.76401,3.4,12/17/2009,0,-6.1,
USW00094789,40.63915,-73.76401,3.4,12/18/2009,-0.6,-8.3,
USW00094789,40.63915,-73.76401,3.4,12/19/2009,-1.7,-5.6,
USW00094789,40.63915,-73.76401,3.4,12/20/2009,0.6,-5.6,
USW00094789,40.63915,-73.76401,3.4,12/21/2009,2.2,-2.2,
USW00094789,40.63915,-73.76401,3.4,12/22/2009,2.2,-4.4,
USW00094789,40.63915,-73.76401,3.4,12/23/2009,-1.1,-6.7,
USW00094789,40.63915,-73.76401,3.4,12/24/2009,3.3,-5.6,
USW00094789,40.63915,-73.76401,3.4,12/25/2009,4.4,1.1,
USW00094789,40.63915,-73.76401,3.4,12/26/2009,11.1,2.8,
USW00094789,40.63915,-73.76401,3.4,12/27/2009,12.2,1.7,
USW00094789,40.63915,-73.76401,3.4,12/28/2009,6.7,-1.1,
USW00094789,40.63915,-73.76401,3.4,12/29/2009,-0.6,-8.9,
USW00094789,40.63915,-73.76401,3.4,12/30/2009,0,-7.8,
USW00094789,40.63915,-73.76401,3.4,12/31/2009,1.7,-1.7,
USW00092811,25.8063,-80.1334,2.4,1/1/2009,25.6,16.7,17.2
USW00092811,25.8063,-80.1334,2.4,1/2/2009,23.9,17.2,20.6
USW00092811,25.8063,-80.1334,2.4,1/3/2009,23.3,19.4,19.4
USW00092811,25.8063,-80.1334,2.4,1/4/2009,24.4,19.4,22.2
USW00092811,25.8063,-80.1334,2.4,1/5/2009,25,22.2,22.2
USW00092811,25.8063,-80.1334,2.4,1/6/2009,25.6,21.7,22.2
USW00092811,25.8063,-80.1334,2.4,1/7/2009,25.6,22.2,22.8
USW00092811,25.8063,-80.1334,2.4,1/8/2009,28.3,16.1,16.1
USW00092811,25.8063,-80.1334,2.4,1/9/2009,22.8,15,15.6
USW00092811,25.8063,-80.1334,2.4,1/10/2009,23.3,15.6,21.1
USW00092811,25.8063,-80.1334,2.4,1/11/2009,24.4,16.1,17.2
